Category,Name,Image,Have,Need,Duplicates,Element,Vehicle Type,Link,Image Link
Skylander,Funny Bone,,,X,,Undead,,http://skylanderscharacterlist.com/funny-bone/,http://skylanderscharacterlist.com/wp-content/uploads/2014/04/FunnyBone-150x150.png
Skylander,High Five,,,X,,Life,,http://skylanderscharacterlist.com/high-five/,http://skylanderscharacterlist.com/wp-content/uploads/2014/05/HighFive1-150x150.png
Skylander,Rocky Roll,,,X,,Earth,,http://skylanderscharacterlist.com/rocky-roll/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/RockyRoll-150x150.png
Skylander,Spotlight,,,X,,Light,,http://skylanderscharacterlist.com/spotlight/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/Spotlight-150x150.png
Skylander,Torch,,,X,,Fire,,http://skylanderscharacterlist.com/torch/,http://skylanderscharacterlist.com/wp-content/uploads/2014/05/Torch-150x150.png
Skylander,Trail Blazer,,,X,,Fire,,http://skylanderscharacterlist.com/trail-blazer/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/TrailBlazer-150x150.png
Skylander,Tread Head,,,X,,Tech,,http://skylanderscharacterlist.com/tread-head/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/TreadHead-150x150.png
Skylander,Fizzy Frenzy Pop Fizz (S3),,,X,,Magic,,http://skylanderscharacterlist.com/fizzy-frenzy-pop-fizz-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/FizzyFrenzyPopFizz-150x150.png
Skylander,Full Blast Jet-Vac (S3),,,X,,Air,,http://skylanderscharacterlist.com/full-blast-jet-vac-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/FullBlastJetVac-150x150.png
Skylander,Hog Wild Fryno (S2),,,X,,Fire,,http://skylanderscharacterlist.com/hog-wild-fryno-series-2/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/HogWildFryno-150x150.png
Skylander,Sure Shot Shroomboom (S2),,,X,,Life,,http://skylanderscharacterlist.com/sure-shot-shroomboom-series-2/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/SureShotShroomboom-150x150.png
Skylander,Tidal Wave Gill Grunt (S4),,,X,,Water,,http://skylanderscharacterlist.com/tidal-wave-gill-grunt-series-4/,http://skylanderscharacterlist.com/wp-content/uploads/2014/06/TidalWaveGillGrunt1-150x150.png
Skylander,Barkley,,,X,,Life,,http://skylanderscharacterlist.com/mini-barkley/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/Barkley-150x150.png
Skylander,Bop,,,X,,Earth,,http://skylanderscharacterlist.com/mini-bop/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/Bop-150x150.png
Skylander,Breeze,,,X,,Air,,http://skylanderscharacterlist.com/mini-breeze/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/Breeze-150x150.png
Skylander,Drobit,,,X,,Tech,,http://skylanderscharacterlist.com/mini-drobit/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/Drobit-150x150.png
Skylander,Eye Small,,,X,,Undead,,http://skylanderscharacterlist.com/mini-eye-small/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/EyeSmall-150x150.png
Skylander,Gill Runt,,,X,,Water,,http://skylanderscharacterlist.com/mini-gill-runt/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/GillRunt-150x150.png
Skylander,Hijinx,,,X,,Undead,,http://skylanderscharacterlist.com/mini-hijinx/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/Hijinx-150x150.png
Skylander,Mini Jini,,,X,,Magic,,http://skylanderscharacterlist.com/mini-mini-jini/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/MiniJini-150x150.png
Skylander,Pet Vac,,,X,,Air,,http://skylanderscharacterlist.com/mini-pet-vac/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/PetVac-150x150.png
Skylander,Small Fry,,,X,,Fire,,http://skylanderscharacterlist.com/mini-small-fry/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/SmallFry-150x150.png
Skylander,Spry,,,X,,Magic,,http://skylanderscharacterlist.com/mini-spry/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/Spry-150x150.png
Skylander,Terrabite,,,X,,Earth,,http://skylanderscharacterlist.com/mini-terrabite/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/Terrabite-150x150.png
Skylander,Thumpling,,,X,,Water,,http://skylanderscharacterlist.com/mini-thumpling/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/Thumping-150x150.png
Skylander,Trigger Snappy,,,X,,Tech,,http://skylanderscharacterlist.com/mini-trigger-snappy/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/TriggerSnappy-150x150.png
Skylander,Weeruptor,,,X,,Fire,,http://skylanderscharacterlist.com/mini-weeruptor/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/Weeruptor-150x150.png
Skylander,Whisper Elf,,,X,,Life,,http://skylanderscharacterlist.com/mini-whisper-elf/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/WhisperElf-150x150.png
Magic Item,Hand of Fate,,,X,,,,http://skylanderscharacterlist.com/hand-of-fate/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/HandOfFate1-150x150.png
Magic Item Variant,Legendary Hand of Fate,,,X,,,,http://skylanderscharacterlist.com/legendary-hand-of-fate/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/HandOfFate-150x150.png
Expansion World,Midnight Museum,,,X,,,,http://skylanderscharacterlist.com/midnight-museum/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/MidnightMuseum-150x150.png
Expansion World,Mirror of Mystery,,,X,,,,http://skylanderscharacterlist.com/mirror-of-mystery/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/MirrorOfMystery-150x150.png
Expansion World,Nightmare Express,,,X,,,,http://skylanderscharacterlist.com/nightmare-express/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/NightmareExpress-150x150.png
Magic Item,Piggy Bank,,,X,,,,http://skylanderscharacterlist.com/piggy-bank/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/PiggyBank-150x150.png
Magic Item,Rocket Ram,,,X,,,,http://skylanderscharacterlist.com/rocket-ram/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/RocketRam-150x150.png
Expansion World,Sunscraper Spire,,,X,,,,http://skylanderscharacterlist.com/sunscraper-spire/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/SunscraperSpire-150x150.png
Magic Item,Tiki Speaky,,,X,,,,http://skylanderscharacterlist.com/tiki-speaky/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/TikiSpeaky-150x150.png
Skylander Variant,Dark Food Fight,,,X,,Life,,http://skylanderscharacterlist.com/dark-food-fight/,http://skylanderscharacterlist.com/wp-content/uploads/2014/07/DarkFoodFight-150x150.png
Skylander Variant,Dark Snap Shot,,,X,,Water,,http://skylanderscharacterlist.com/dark-snap-shot/,http://skylanderscharacterlist.com/wp-content/uploads/2014/07/DarkSnapShot-150x150.png
Skylander Variant,Dark Wildfire,,,X,,Fire,,http://skylanderscharacterlist.com/dark-wild-fire/,http://skylanderscharacterlist.com/wp-content/uploads/2014/07/DarkWildFire-150x150.png
Skylander Variant,Eggsellent Weeruptor,,,X,,Fire,,http://skylanderscharacterlist.com/eggscellent-weeruptor/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/EggscellentWeeruptor-150x150.png
Skylander Variant,Gnarly Barkley,,,X,,Life,,http://skylanderscharacterlist.com/gnarly-barkley/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/GnarlyBarkley-150x150.png
Skylander Variant,King Cobra Cadabra,,,X,,Magic,,http://skylanderscharacterlist.com/king-cobra-cadabra/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/KingCobraCadabra-150x150.png
Skylander Variant,Legendary Blades,,,X,,Air,,http://skylanderscharacterlist.com/legendary-blades/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/LegendaryBlades-150x150.png
Skylander Variant,Legendary Bushwhack,,,X,,Life,,http://skylanderscharacterlist.com/legendary-bushwhack/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/LegendaryBushwhack-150x150.png
Skylander Variant,Legendary Deja Vu,,,X,,Magic,,http://skylanderscharacterlist.com/legendary-deja-vu,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/LegendaryDejaVu-150x150.png
Skylander Variant,Legendary Jawbreaker,,,X,,Tech,,http://skylanderscharacterlist.com/legendary-jawbreaker/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/LegendaryJawbreaker-150x150.png
Skylander Variant,Love Potion Pop Fizz,,,X,,Magic,,http://skylanderscharacterlist.com/love-potion-pop-fizz/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/LovePotionPopFizz2-150x150.png
Skylander Variant,Nitro Head Rush,,,X,,Earth,,http://skylanderscharacterlist.com/nitro-head-rush/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/NitroHeadRush-150x150.png
Skylander Variant,Nitro Krypt King,,,X,,Undead,,http://skylanderscharacterlist.com/nitro-krypt-king/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/NitroKryptKing-150x150.png
Skylander Variant,Power Punch Pet Vac,,,X,,Air,,http://skylanderscharacterlist.com/power-punch-pet-vac/,http://skylanderscharacterlist.com/wp-content/uploads/2015/03/PowerPunchPetVac-150x150.png
Skylander Variant,Winterfest Lob-Star,,,X,,Water,,http://skylanderscharacterlist.com/winterfest-lob-star/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/WinterfestLobStar1-150x150.png
Skylander Chase,Clear Short Cut,,,X,,Undead,,http://skylanderscharacterlist.com/clear-short-cut/,http://skylanderscharacterlist.com/wp-content/uploads/2015/02/ClearShortCut-150x150.png
Skylander Chase,Clear Thunderbolt,,,X,,Air,,http://skylanderscharacterlist.com/clear-thunderbolt/,http://skylanderscharacterlist.com/wp-content/uploads/2015/02/ClearThunderbolt-150x150.png
Skylander Chase,Clear Tuff Luck,,,X,,Life,,http://skylanderscharacterlist.com/clear-tuff-luck/,http://skylanderscharacterlist.com/wp-content/uploads/2014/12/ClearTuffLuck-150x150.png
Trap,Air Hourglass,,,X,,Air,,http://skylanderscharacterlist.com/air-hourglass-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/AirHourglassTrap-150x150.png
Trap,Air Jughead,,,X,,Air,,http://skylanderscharacterlist.com/air-jughead-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/AirJugheadTrap1-150x150.png
Trap,Air Screamer,,,X,,Air,,http://skylanderscharacterlist.com/air-screamer-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/AirScreamerTrap1-150x150.png
Trap,Air Snake,,,X,,Air,,http://skylanderscharacterlist.com/air-snake-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/AirSnakeTrap-150x150.png
Trap,Air Sword,,,X,,Air,,http://skylanderscharacterlist.com/air-sword-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/AirSwordTrap-150x150.png
Trap,Air Toucan,,,X,,Air,,http://skylanderscharacterlist.com/air-toucan-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/AirToucanTrap1-150x150.png
Trap,Dark Handstand,,,X,,Dark,,http://skylanderscharacterlist.com/dark-handstand-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2015/04/DarkHandstandTrap-150x150.png
Trap,Dark Spider,,,X,,Dark,,http://skylanderscharacterlist.com/dark-spider-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/DarkSpiderTrap1-150x150.png
Trap,Dark Sword,,,X,,Dark,,http://skylanderscharacterlist.com/dark-sword-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/DarkSwordTrap-150x150.png
Trap,Earth Hammer,,,X,,Earth,,http://skylanderscharacterlist.com/earth-hammer-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/EarthHammerTrap1-150x150.png
Trap,Earth Handstand,,,X,,Earth,,http://skylanderscharacterlist.com/earth-handstand-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2015/03/EarthHandstandTrap-150x150.png
Trap,Earth Hourglass,,,X,,Earth,,http://skylanderscharacterlist.com/earth-hourglass-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/EarthHourglassTrap1-150x150.png
Trap,Earth Orb,,,X,,Earth,,http://skylanderscharacterlist.com/earth-orb-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/EarthOrbTrap1-150x150.png
Trap,Earth Totem,,,X,,Earth,,http://skylanderscharacterlist.com/earth-totem-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/EarthTotemTrap-150x150.png
Trap,Earth Toucan,,,X,,Earth,,http://skylanderscharacterlist.com/earth-toucan-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/EarthToucanTrap1-150x150.png
Trap,Fire Captain's Hat,,,X,,Fire,,http://skylanderscharacterlist.com/fire-spear-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2015/04/FireCaptainsHatTrap-150x150.png
Trap,Fire Scepter,,,X,,Fire,,http://skylanderscharacterlist.com/fire-scepter-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/FireScepterTrap-150x150.png
Trap,Fire Screamer,,,X,,Fire,,http://skylanderscharacterlist.com/fire-screamer-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/FireScreamerTrap1-150x150.png
Trap,Fire Torch,,,X,,Fire,,http://skylanderscharacterlist.com/fire-torch-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/FireTorchTrap1-150x150.png
Trap,Fire Totem,,,X,,Fire,,http://skylanderscharacterlist.com/fire-totem-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/FireTotemTrap-150x150.png
Trap,Fire Yawn,,,X,,Fire,,http://skylanderscharacterlist.com/fire-yawn-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/FireYawnTrap-150x150.png
Trap,Kaos Trap,,,X,,Kaos,,http://skylanderscharacterlist.com/kaos-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/06/KaosTrap-150x150.png
Trap,Life Hammer,,,X,,Life,,http://skylanderscharacterlist.com/life-hammer-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/LifeHammerTrap-150x150.png
Trap,Life Snake,,,X,,Life,,http://skylanderscharacterlist.com/life-snake-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/LifeSnakeTrap-150x150.png
Trap,Life Sword,,,X,,Life,,http://skylanderscharacterlist.com/life-sword-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/LifeSwordTrap-150x150.png
Trap,Life Torch,,,X,,Life,,http://skylanderscharacterlist.com/life-torch-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/LifeTorchTrap-150x150.png
Trap,Life Toucan,,,X,,Life,,http://skylanderscharacterlist.com/life-toucan-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/LifeToucanTrap1-150x150.png
Trap,Life Yawn,,,X,,Life,,http://skylanderscharacterlist.com/life-yawn-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/LifeYawnTrap-150x150.png
Trap,Light Owl,,,X,,Light,,http://skylanderscharacterlist.com/light-owl-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/LightHawkTrap-150x150.png
Trap,Light Rocket,,,X,,Light,,http://skylanderscharacterlist.com/light-rocket-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/LightRocketTrap1-150x150.png
Trap,Light Yawn,,,X,,Light,,http://skylanderscharacterlist.com/light-yawn-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2015/04/LightYawnTrap-150x150.png
Trap,Magic Axe,,,X,,Magic,,http://skylanderscharacterlist.com/magic-axe-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/MagicAxeTrap1-150x150.png
Trap,Magic Hourglass,,,X,,Magic,,http://skylanderscharacterlist.com/magic-hourglass-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/10/MagicHourglassTrap-150x150.png
Trap,Magic Log Holder,,,X,,Magic,,http://skylanderscharacterlist.com/magic-log-holder-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/MagicLogHolderTrap1-150x150.png
Trap,Magic Rocket,,,X,,Magic,,http://skylanderscharacterlist.com/magic-rocket-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/MagicRocketTrap-150x150.png
Trap,Magic Skull,,,X,,Magic,,http://skylanderscharacterlist.com/magic-skull-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/MagicSkullTrap-150x150.png
Trap,Magic Totem,,,X,,Magic,,http://skylanderscharacterlist.com/magic-totem-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/MagicTotemTrap-150x150.png
Trap,Tech Angel,,,X,,Tech,,http://skylanderscharacterlist.com/tech-angel-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/TechAngelTrap-150x150.png
Trap,Tech Flying Helmet,,,X,,Tech,,http://skylanderscharacterlist.com/tech-flying-helmet-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/TechFlyingHelmetTrap-150x150.png
Trap,Tech Hand,,,X,,Tech,,http://skylanderscharacterlist.com/tech-hand-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/TechHandTrap-150x150.png
Trap,Tech Handstand,,,X,,Tech,,http://skylanderscharacterlist.com/tech-handstand-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2015/04/TechHandstandTrap-150x150.png
Trap,Tech Scepter,,,X,,Tech,,http://skylanderscharacterlist.com/tech-scepter-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/TechScepterTrap1-150x150.png
Trap,Tech Tiki,,,X,,Tech,,http://skylanderscharacterlist.com/tech-tiki-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/TechTikiTrap-150x150.png
Trap,Undead Axe,,,X,,Undead,,http://skylanderscharacterlist.com/undead-axe-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/UndeadAxeTrap1-150x150.png
Trap,Undead Captain's Hat,,,X,,Undead,,http://skylanderscharacterlist.com/undead-spear-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2015/04/UndeadCaptainsHatTrap-150x150.png
Trap,Undead Hand,,,X,,Undead,,http://skylanderscharacterlist.com/undead-hand-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/UndeadHandTrap-150x150.png
Trap,Undead Orb,,,X,,Undead,,http://skylanderscharacterlist.com/undead-orb-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/UndeadOrbTrap1-150x150.png
Trap,Undead Skull,,,X,,Undead,,http://skylanderscharacterlist.com/undead-skull-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/UndeadSkullTrap1-150x150.png
Trap,Undead Snake,,,X,,Undead,,http://skylanderscharacterlist.com/undead-snake-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/UndeadSnakeTrap-150x150.png
Trap,Water Angel,,,X,,Water,,http://skylanderscharacterlist.com/water-angel-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/WaterAngelTrap-150x150.png
Trap,Water Axe,,,X,,Water,,http://skylanderscharacterlist.com/water-axe-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/WaterAxeTrap1-150x150.png
Trap,Water Flying Helmet,,,X,,Water,,http://skylanderscharacterlist.com/water-flying-helmet-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/WaterFlyingHelmetTrap-150x150.png
Trap,Water Jughead,,,X,,Water,,http://skylanderscharacterlist.com/water-jughead-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/WaterJugheadTrap1-150x150.png
Trap,Water Log Holder,,,X,,Water,,http://skylanderscharacterlist.com/water-log-holder-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/WaterLogHolderTrap1-150x150.png
Trap,Water Tiki,,,X,,Water,,http://skylanderscharacterlist.com/water-tiki-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/09/WaterTikiTrap-150x150.png
Trap Variant,Easter Bunny Earth Trap,,,X,,Earth,,http://skylanderscharacterlist.com/easter-bunny-earth-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2015/02/EasterBunnyEarthTrap-150x150.png
Trap Variant,Legendary Undead Orb,,,X,,Undead,,http://skylanderscharacterlist.com/legendary-undead-orb-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/11/LegendaryUndeadOrb1-150x150.png
Trap Variant,Legendary Undead Skull,,,X,,Undead,,http://skylanderscharacterlist.com/legendary-undead-skull-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/11/LegendaryUndeadSkullTrap1-150x150.png
Trap Variant,Legendary Water Jughead,,,X,,Water,,http://skylanderscharacterlist.com/legendary-water-jughead-trap/,http://skylanderscharacterlist.com/wp-content/uploads/2014/11/LegendaryWaterJugheadTrap1-150x150.png
Trap Variant,Ultimate Kaos Trap,,,X,,Kaos,,http://skylanderscharacterlist.com/ultimate-kaos-trap-dark-edition-variant/,http://skylanderscharacterlist.com/wp-content/uploads/2014/07/UltimateKaosTrap-150x150.png
