Category,Name,Image,Have,Need,Duplicates,Element,Vehicle Type,Link,Image Link
Skylander,Fryno,,,X,,Fire,,http://skylanderscharacterlist.com/fryno/,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/Fryno1-150x150.png
Skylander,Grim Creeper,,,X,,Undead,,http://skylanderscharacterlist.com/grim-creeper/,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/GrimCreeper1-150x150.png
Skylander,Pop Thorn,,,X,,Air,,http://skylanderscharacterlist.com/pop-thorn/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/Popthorn-150x150.png
Skylander,Punk Shock,,,X,,Water,,http://skylanderscharacterlist.com/punk-shock/,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/PunkShock1-150x150.png
Skylander,Rip Tide,,,X,,Water,,http://skylanderscharacterlist.com/riptide/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/Riptide-150x150.png
Skylander,Roller Brawl,,,X,,Undead,,http://skylanderscharacterlist.com/roller-brawl/,http://skylanderscharacterlist.com/wp-content/uploads/2013/06/RollerBrawl-150x150.png
Skylander,Scorp,,,X,,Earth,,http://skylanderscharacterlist.com/scorp/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/Scorp-150x150.png
Skylander,Scratch,,,X,,Air,,http://skylanderscharacterlist.com/scratch,http://skylanderscharacterlist.com/wp-content/uploads/2013/10/Scratch-150x150.png
Skylander,Slobber Tooth,,,X,,Earth,,http://skylanderscharacterlist.com/slobber-tooth/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/SlobberTooth1-150x150.png
Skylander,Smolderdash,,,X,,Fire,,http://skylanderscharacterlist.com/smolderdash/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/Smolderdash-150x150.png
Skylander,Star Strike,,,X,,Magic,,http://skylanderscharacterlist.com/star-strike/,http://skylanderscharacterlist.com/wp-content/uploads/2013/02/StarStrike-150x150.png
Skylander,Wind Up,,,X,,Tech,,http://skylanderscharacterlist.com/wind-up/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/WindUp-150x150.png
Skylander,Zoo Lou,,,X,,Life,,http://skylanderscharacterlist.com/zoo-lou/,http://skylanderscharacterlist.com/wp-content/uploads/2014/02/ZooLou-150x150.png
Skylander,Anchors Away Gill Grunt (S3),,,X,,Water,,http://skylanderscharacterlist.com/anchors-away-gill-grunt-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2013/02/AnchorsAwayGillGrunt-150x150.png
Skylander,Bang Bang Trigger Happy (S3),,,X,,Tech,,http://skylanderscharacterlist.com/big-bang-trigger-happy-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2013/10/BigBangTriggerHappy-150x150.png
Skylander,Blizzard Chill (S2),,,X,,Water,,http://skylanderscharacterlist.com/blizzard-chill-series-2/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/BlizzardChill-150x150.png
Skylander,Fire Bone Hot Dog (S2),,,X,,Fire,,http://skylanderscharacterlist.com/fire-bone-hot-dog-series-2/,http://skylanderscharacterlist.com/wp-content/uploads/2014/03/FireBoneHotDog-150x150.png
Skylander,Heavy Duty Sprocket (S2),,,X,,Tech,,http://skylanderscharacterlist.com/heavy-duty-sprocket-series-2/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/HeavyDutySprocket-150x150.png
Skylander,Horn Blast Whirlwind (S3),,,X,,Air,,http://skylanderscharacterlist.com/horn-blast-whirlwind-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/HornBlastWhirlwind-150x150.png
Skylander,Hyper Beam Prism Break (S3),,,X,,Earth,,http://skylanderscharacterlist.com/hyper-beam-prism-break-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/HyperBeamPrismBreak-150x150.png
Skylander,Knockout Terrafin (S3),,,X,,Earth,,http://skylanderscharacterlist.com/knockout-terrafin-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/KnockoutTerrafin-150x150.png
Skylander,Lava Barf Eruptor (S3),,,X,,Fire,,http://skylanderscharacterlist.com/lava-barf-eruptor-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2013/06/LavaBarfEruptor-150x150.png
Skylander,Mega Ram Spyro (S3),,,X,,Magic,,http://skylanderscharacterlist.com/mega-ram-spyro-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/MegaRamSpyro-150x150.png
Skylander,Ninja Stealth Elf (S3),,,X,,Life,,http://skylanderscharacterlist.com/stealth-elf-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2014/02/StealthElf-150x150.png
Skylander,Phantom Cynder (S3),,,X,,Undead,,http://skylanderscharacterlist.com/phantom-cynder-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/PhantomCynder-150x150.png
Skylander,Super Gulp Pop Fizz (S2),,,X,,Magic,,http://skylanderscharacterlist.com/super-gulp-pop-fizz-series-2/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/SuperGulpPopFizz-150x150.png
Skylander,Thorn Horn Camo (S2),,,X,,Life,,http://skylanderscharacterlist.com/thorn-horn-camo-series-2/,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/ThornHornCamo1-150x150.png
Skylander,Turbo Jet-Vac (S2),,,X,,Air,,http://skylanderscharacterlist.com/turbo-jet-vac-series-2/,http://skylanderscharacterlist.com/wp-content/uploads/2014/03/TurboJetVac-150x150.png
Skylander,Twin Blade Chop Chop (S3),,,X,,Undead,,http://skylanderscharacterlist.com/twin-blade-chop-chop-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/TwinBladeChopChop-150x150.png
Skylander Variant,Bumble Blast LightCore,,,X,,Life,,http://skylanderscharacterlist.com/lightcore-bumble-blast/,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/LightCoreBumbleBlast1-150x150.png
Skylander Variant,Countdown LightCore,,,X,,Tech,,http://skylanderscharacterlist.com/lightcore-countdown/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/LightCoreCountdown-150x150.png
Skylander Variant,Flashwing LightCore,,,X,,Earth,,http://skylanderscharacterlist.com/lightcore-flashwing/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/LightCoreFlashwing-150x150.png
Skylander Variant,Grim Creeper LightCore,,,X,,Undead,,http://skylanderscharacterlist.com/grim-creeper-lightcore/,http://skylanderscharacterlist.com/wp-content/uploads/2013/06/GrimCreeper-150x150.png
Skylander Variant,Smolderdash LightCore,,,X,,Fire,,http://skylanderscharacterlist.com/lightcore-smolderdash/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/LightCoreSmoulderdash-150x150.png
Skylander Variant,Star Strike LightCore,,,X,,Magic,,http://skylanderscharacterlist.com/star-strike-lightcore/,http://skylanderscharacterlist.com/wp-content/uploads/2013/02/LightCoreStarStrike-150x150.png
Skylander Variant,Warnado LightCore,,,X,,Air,,http://skylanderscharacterlist.com/lightcore-warnado/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/LightCoreWarnado-150x150.png
Skylander Variant,Wham-Shell LightCore,,,X,,Water,,http://skylanderscharacterlist.com/lightcore-wham-shell/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/LightCoreWhamShell-150x150.png
Magic Item,Arkeyan Crossbow,,,X,,,,http://skylanderscharacterlist.com/arkeyan-crossbow/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/ArkeyanCrossbow-150x150.png
Magic Item,Battle Hammer,,,X,,,,http://skylanderscharacterlist.com/battle-hammer/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/BattleHammer1-150x150.png
Expansion World,Fiery Forge,,,X,,,,http://skylanderscharacterlist.com/fiery-forge/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/FieryForge1-150x150.png
Magic Item,Groove Machine,,,X,,,,http://skylanderscharacterlist.com/groove-machine/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/GrooveMachine1-150x150.png
Magic Item,Platinum Sheep,,,X,,,,http://skylanderscharacterlist.com/platinum-sheep/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/PlatinumSheep1-150x150.png
Expansion World,Sheep Wreck Island,,,X,,,,http://skylanderscharacterlist.com/sheep-wreck-island/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/SheepWreckIsland1-150x150.png
Magic Item,Sky Diamond,,,X,,,,http://skylanderscharacterlist.com/sky-diamond/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/SkyDiamond1-150x150.png
Expansion World,Tower of Time,,,X,,,,http://skylanderscharacterlist.com/tower-of-time/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/TowerOfTime1-150x150.png
Skylander Variant,Dark Blast Zone,,,X,,Fire,,http://skylanderscharacterlist.com/dark-blast-zone/,http://skylanderscharacterlist.com/wp-content/uploads/2014/02/DarkBlastZone-150x150.png
Skylander Variant,Dark Slobber Tooth,,,X,,Earth,,http://skylanderscharacterlist.com/dark-slobber-tooth/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/DarkSlobberTooth-150x150.png
Skylander Variant,Dark Spyro,,,X,,Magic,,http://skylanderscharacterlist.com/dark-spyro-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/DarkSpyro-150x150.png
Skylander Variant,Dark Stealth Elf,,,X,,Life,,http://skylanderscharacterlist.com/dark-stealth-elf/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/DarkStealthElf-150x150.png
Skylander Variant,Dark Wash Buckler,,,X,,Water,,http://skylanderscharacterlist.com/dark-wash-buckler/,http://skylanderscharacterlist.com/wp-content/uploads/2014/02/DarkWashBuckler-150x150.png
Skylander Variant,Enchanted Hoot Loop,,,X,,Magic,,http://skylanderscharacterlist.com/enchanted-hoot-loop,http://skylanderscharacterlist.com/wp-content/uploads/2014/02/EnchantedHootLoop-150x150.png
Skylander Variant,Enchanted LightCore Star Strike,,,X,,Magic,,http://skylanderscharacterlist.com/enchanted-lightcore-star-strike,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/EnchantedStarStrike1-150x150.png
Skylander Variant,Jade Fire Kraken,,,X,,Fire,,http://skylanderscharacterlist.com/jade-fire-kraken,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/JadeFireKraken3-150x150.png
Skylander Variant,Jolly Bumble Blast,,,X,,Life,,http://skylanderscharacterlist.com/jolly-bumble-blast,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/Jolly-BumbleBlast-150x150.png
Skylander Variant,Kickoff Countdown,,,X,,Tech,,http://skylanderscharacterlist.com/kickoff-countdown,http://skylanderscharacterlist.com/wp-content/uploads/2014/04/KickoffCountdown-150x150.png
Skylander Variant,Legendary Free Ranger,,,X,,Air,,http://skylanderscharacterlist.com/legendary-free-ranger/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/LegendaryFreeRanger-150x150.png
Skylander Variant,Legendary LightCore Grim Creeper,,,X,,Undead,,http://skylanderscharacterlist.com/legendary-lightcore-grim-creeper/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/LegendaryLightCoreGrimCreeper-150x150.png
Skylander Variant,Legendary Night Shift,,,X,,Undead,,http://skylanderscharacterlist.com/legendary-night-shift/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/LegendaryNightShift-150x150.png
Skylander Variant,Legendary Zoo Lou,,,X,,Life,,http://skylanderscharacterlist.com/legendary-zoo-lou/,http://skylanderscharacterlist.com/wp-content/uploads/2013/08/LegendaryZooLou-150x150.png
Skylander Variant,Nitro Freeze Blade,,,X,,Water,,http://skylanderscharacterlist.com/nitro-freeze-blade/,http://skylanderscharacterlist.com/wp-content/uploads/2014/03/NitroFreezeBlade-150x150.png
Skylander Variant,Nitro Magna Charge,,,X,,Tech,,http://skylanderscharacterlist.com/nitro-magna-charge,http://skylanderscharacterlist.com/wp-content/uploads/2013/10/NitroMagnaCharge1-150x150.png
Skylander Variant,Quick Draw Rattle Shake,,,X,,Undead,,http://skylanderscharacterlist.com/quickdraw-rattle-shake,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/QuickdrawRattleShake-150x150.png
Skylander Variant,Springtime Trigger Happy,,,X,,Tech,,http://skylanderscharacterlist.com/springtime-trigger-happy,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/SpringtimeTriggerHappy2-150x150.png
Skylander Variant,Volcanic Eruptor,,,X,,Fire,,http://skylanderscharacterlist.com/volcanic-eruptor-series-3/,http://skylanderscharacterlist.com/wp-content/uploads/2013/06/VolcanicEruptor-150x150.png
Skylander Variant,Bronze & Silver Trap Shadow,,,X,,Magic,,http://skylanderscharacterlist.com/bronze-silver-trap-shadow/,http://skylanderscharacterlist.com/wp-content/uploads/2014/03/BronzeTrapSilverShadow-150x150.png
Skylander Variant,Flocked Springtime Trigger Happy,,,X,,Tech,,http://skylanderscharacterlist.com/flocked-springtime-trigger-happy/,http://skylanderscharacterlist.com/wp-content/uploads/2014/06/FlockedSpringtimeTriggerHappy-150x150.png
Skylander Variant,Frito-Lay Hot Dog,,,X,,Fire,,http://skylanderscharacterlist.com/green-flame-frito-lay-fire-bone-hot-dog/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/GreenFlameFritoLayFireBoneHotDog-150x150.png
Skylander Variant,Frito-Lay Hot Dog,,,X,,Fire,,http://skylanderscharacterlist.com/purple-flame-frito-lay-fire-bone-hot-dog/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/PurpleFlameFritoLayFireBoneHotDog-150x150.png
Skylander Variant,Frito-Lay Hot Dog,,,X,,Fire,,http://skylanderscharacterlist.com/red-flame-frito-lay-fire-bone-hot-dog/,http://skylanderscharacterlist.com/wp-content/uploads/2014/08/RedFlameFritoLayFireBoneHotDog-150x150.png
Skylander Variant,Gold & Bronze Doom Stone,,,X,,Earth,,http://skylanderscharacterlist.com/gold-bronze-doom-stone/,http://skylanderscharacterlist.com/wp-content/uploads/2014/04/GoldBronzeDoomStone-150x150.png
Skylander Variant,Gold Fire Kraken,,,X,,Fire,,http://skylanderscharacterlist.com/gold-fire-kraken/,http://skylanderscharacterlist.com/wp-content/uploads/2014/06/GoldFireKraken-150x150.png
Skylander Variant,Gold Wash Buckler,,,X,,Water,,http://skylanderscharacterlist.com/gold-wash-buckler/,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/GoldWashBuckler1-150x150.png
Skylander Variant,Green Chop Chop,,,X,,Undead,,http://skylanderscharacterlist.com/green-chop-chop/,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/GreenChopChop1-150x150.png
Skylander Variant,Green Rip Tide,,,X,,Water,,http://skylanderscharacterlist.com/green-rip-tide/,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/GreenRipTide2-150x150.png
Skylander Variant,Green Scorp,,,X,,Earth,,http://skylanderscharacterlist.com/green-scorp/,http://skylanderscharacterlist.com/wp-content/uploads/2013/11/GreenScorp-150x150.png
Skylander Variant,Heavy Metal Sprocket,,,X,,Tech,,http://skylanderscharacterlist.com/heavy-metal-sprocket/,http://skylanderscharacterlist.com/wp-content/uploads/2014/01/ArmySprocket-150x150.png
Skylander Variant,Metallic Red Dune Bug,,,X,,Magic,,http://skylanderscharacterlist.com/metallic-red-dune-bug/,http://skylanderscharacterlist.com/wp-content/uploads/2014/02/MetallicRedDuneBug1-150x150.png
Skylander Variant,Silver & Gold Stink Bomb,,,X,,Life,,http://skylanderscharacterlist.com/silver-gold-stink-bomb/,http://skylanderscharacterlist.com/wp-content/uploads/2014/03/SilverStinkGoldBomb-150x150.png
Skylander Variant,Snowderdash,,,X,,Fire,,http://skylanderscharacterlist.com/snowderdash-employee-edition-lightcore-smolderdash-holiday-2013/,http://skylanderscharacterlist.com/wp-content/uploads/2013/12/Snowderdash-150x150.png
