Category,Name,Image,Have,Need,Duplicates,Element,Vehicle Type,Link,Image Link
Sensei,Ro-Bow,,,X,,Tech,,http://skylanderscharacterlist.com/ro-bow/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/RoBow.png
Sensei,Starcast,,,X,,Dark,,http://skylanderscharacterlist.com/starcast/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/StarcastFinal.png
Sensei,Tipepool,,,X,,Water,,http://skylanderscharacterlist.com/tidepool/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/Tidepool.png
Sensei,Tri-Tip,,,X,,Earth,,http://skylanderscharacterlist.com/tri-tip/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/TriTipFinal-1.png
Sensei,Wild Storm,,,X,,Air,,http://skylanderscharacterlist.com/wild-storm/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/WildStorm.png
Sensei Variant,Candy-Coated Chopscotch,,,X,,Undead,,http://skylanderscharacterlist.com/candy-coated-chopscotch/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/CandyCoatedChopscotch.png
Sensei Variant,Dark King Pen,,,X,,Water,,http://skylanderscharacterlist.com/dark-king-pen/,http://skylanderscharacterlist.com/wp-content/uploads/2016/06/DarkKingPen.png
Sensei Variant,Egg Bomber Air Strike,,,X,,Air,,http://skylanderscharacterlist.com/egg-bomber-air-strike/,http://skylanderscharacterlist.com/wp-content/uploads/2017/03/EggBomberAirStrike_Actual.png
Sensei Variant,Hard-Boiled Flarewolf,,,X,,Fire,,http://skylanderscharacterlist.com/hard-boiled-flarewolf/,http://skylanderscharacterlist.com/wp-content/uploads/2017/03/HardBoiledFlareWolf_Actual.png
Sensei Variant,Heaterbreaker Buckshot,,,X,,Magic,,http://skylanderscharacterlist.com/heartbreaker-buckshot/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/HeartbreakerBuckshot.png
Sensei Variant,Legendary Pit Boss,,,X,,Undead,,http://skylanderscharacterlist.com/legendary-pit-boss/,http://skylanderscharacterlist.com/wp-content/uploads/2016/09/LegendaryPitBoss.png
Sensei Variant,Legendary Trip-Tip,,,X,,Earth,,http://skylanderscharacterlist.com/legendary-tri-tip/,http://skylanderscharacterlist.com/wp-content/uploads/2016/09/LegendaryTriTip.png
Sensei Variant,Solar Flare Aurora,,,X,,Light,,http://skylanderscharacterlist.com/solar-flare-aurora/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/SolarFlareAurora.png
Sensei Variant,Clear Starcast,,,X,,Dark,,http://skylanderscharacterlist.com/clear-starcast/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/ClearStarcast.png
Sensei Variant,Dec-Ember,,,X,,Fire,,http://skylanderscharacterlist.com/dec-ember/,http://skylanderscharacterlist.com/wp-content/uploads/2016/12/DecEmberTemp.png
Sensei Variant,Happy Birthday Ben Starcast,,,X,,Dark,,https://skylanderscharacterlist.com/happy-birthday-ben-starcast/,https://skylanderscharacterlist.com/wp-content/uploads/2021/11/Happy_Birthday_Ben_Starcast-400x400.jpg
Sensei Variant,Orange Chain Reaction,,,X,,Tech,,http://skylanderscharacterlist.com/orange-chain-reaction/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/OrangeChainReaction.png
Sensei Variant,Pink Barbella,,,X,,Earth,,http://skylanderscharacterlist.com/pink-barbella/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/PinkBarbella.png
Villain,Bad Juju,,,X,,Air,,http://skylanderscharacterlist.com/bad-juju-figure/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/BadJuju.png
Villain,Blaster-Tron,,,X,,Light,,http://skylanderscharacterlist.com/blaster-tron-figure/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/BlasterTron.png
Villain,Chompy Mage,,,X,,Life,,http://skylanderscharacterlist.com/chompy-mage-figure/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/ChompyMage.png
Villain,Dr. Krankcase,,,X,,Tech,,http://skylanderscharacterlist.com/dr-krankcase-figure/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/DrKrankCaseFinal.png
Villain,Golden Queen,,,X,,Earth,,http://skylanderscharacterlist.com/golden-queen-figure/,http://skylanderscharacterlist.com/wp-content/uploads/2016/06/GoldenQueenEdit.png
Villain,Grave Clobber,,,X,,Water,,http://skylanderscharacterlist.com/grave-clobber-figure/,http://skylanderscharacterlist.com/wp-content/uploads/2017/03/GraveClobber_Actual.png
Villain,Hood Sickle,,,X,,Dark,,http://skylanderscharacterlist.com/hood-sickle-figure/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/HoodSickleTemp.png
Villain,Kaos,,,X,,Kaos,,http://skylanderscharacterlist.com/kaos-figure/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/Kaos.png
Villain,Pain-Yatta,,,X,,Magic,,http://skylanderscharacterlist.com/pain-yatta-figure/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/PainYatta.png
Villain,Tae Kwon Crow,,,X,,Fire,,http://skylanderscharacterlist.com/tae-kwon-crow-figure/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/TaeKwonCrowFinal.png
Villain,Wolfgang,,,X,,Undead,,http://skylanderscharacterlist.com/wolfgang-figure/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/WolfgangFinal.png
Villain Variant,Dark Golden Queen,,,X,,Earth,,http://skylanderscharacterlist.com/dark-golden-queen/,http://skylanderscharacterlist.com/wp-content/uploads/2016/06/DarkGoldenQueen.png
Villain Variant,Dark Wolfgang,,,X,,Undead,,http://skylanderscharacterlist.com/dark-wolfgang/,http://skylanderscharacterlist.com/wp-content/uploads/2016/06/DarkWolfgang.png
Villain Variant,Jingle Bell Compy Mage,,,X,,Life,,http://skylanderscharacterlist.com/jingle-bell-chompy-mage/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/JingleBellChompyMage.png
Villain Variant,Mystical Bad Juju,,,X,,Air,,http://skylanderscharacterlist.com/mystical-bad-juju/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/MysticalBadJuju.png
Villain Variant,Mystical Tae Kwon Crow,,,X,,Fire,,http://skylanderscharacterlist.com/mystical-tae-kwon-crow/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/MysticalTaeKwonCrow.png
Villain Variant,Steel Plated Hood Sickle,,,X,,Dark,,http://skylanderscharacterlist.com/steel-plated-hood-sickle/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/SteelPlatedHoodSickle.png
Villain Variant,Rock Candy Pain-Yatta,,,X,,Magic,,http://skylanderscharacterlist.com/rock-candy-pain-yatta/,http://skylanderscharacterlist.com/wp-content/uploads/2016/12/RockCandyPainyattaTemp.png
Creation Crystal,Air Acorn,,,X,,Air,,https://skylanderscharacterlist.com/air-acorn-creation-crystal/,https://skylanderscharacterlist.com/wp-content/uploads/2021/11/Air_Acorn_Creation_Crystal-400x400.jpg
Creation Crystal,Air Angel,,,X,,Air,,http://skylanderscharacterlist.com/air-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/AirAngelCreationCrystalWM.png
Creation Crystal,Air Lantern,,,X,,Air,,http://skylanderscharacterlist.com/air-creation-crystal-2/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/AirLanternCreationCrystalWM.png
Creation Crystal,Dark Pyramid,,,X,,Dark,,http://skylanderscharacterlist.com/dark-creation-crystal-2/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/DarkPyramidCreationCrystalWM.png
Creation Crystal,Dark Reactor,,,X,,Dark,,http://skylanderscharacterlist.com/dark-reactor-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2017/03/DarkReactorCreationCrystalWM.png
Creation Crystal,Dark Rune,,,X,,Dark,,http://skylanderscharacterlist.com/dark-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/DarkRuneCreationCrystalWM.png
Creation Crystal,Earth Armor,,,X,,Earth,,http://skylanderscharacterlist.com/earth-armor-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/EarthArmorCreationCrystalWM.png
Creation Crystal,Earth Rocket,,,X,,Earth,,http://skylanderscharacterlist.com/earth-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/EarthRocketCreationCrystalWM.png
Creation Crystal,Earth Rune,,,X,,Earth,,https://skylanderscharacterlist.com/earth-rune-creation-crystal/,https://skylanderscharacterlist.com/wp-content/uploads/2021/11/Earth_Rune_Creation_Crystal-400x400.jpg
Creation Crystal,Fire Acorn,,,X,,Fire,,http://skylanderscharacterlist.com/fire-creation-crystal-2/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/FireAcornCreationCrystalWM.png
Creation Crystal,Fire Angel,,,X,,Fire,,https://skylanderscharacterlist.com/fire-angel-creation-crystal/,https://skylanderscharacterlist.com/wp-content/uploads/2021/11/Fire_Angel_Creation_Crystal-400x400.jpg
Creation Crystal,Fire Reactor,,,X,,Fire,,http://skylanderscharacterlist.com/fire-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/FireReactorCreationCrystalWM.png
Creation Crystal,Life Acorn,,,X,,Life,,http://skylanderscharacterlist.com/life-creation-crystal-2/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/LifeAcornCreationCrystalWM.png
Creation Crystal,Life Claw,,,X,,Life,,http://skylanderscharacterlist.com/life-claw-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/LifeClawCreationCrystalWM.png
Creation Crystal,Life Rocket,,,X,,Life,,http://skylanderscharacterlist.com/life-creation-crystal-3/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/LifeRocketCreationCrystalWM.png
Creation Crystal,Life Rune,,,X,,Life,,http://skylanderscharacterlist.com/life-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/LifeRuneCreationCrystalWM.png
Creation Crystal,Light Angel,,,X,,Light,,https://skylanderscharacterlist.com/light-angel-creation-crystal/,https://skylanderscharacterlist.com/wp-content/uploads/2021/11/Light_Angel_Creation_Crystal-400x400.jpg
Creation Crystal,Light Fanged,,,X,,Light,,http://skylanderscharacterlist.com/light-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/LightFangedCreationCrystalWM.png
Creation Crystal,Light Rune,,,X,,Light,,http://skylanderscharacterlist.com/light-rune-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/LightRuneCreationCrystalWM.png
Creation Crystal,Magic Claw,,,X,,Magic,,http://skylanderscharacterlist.com/magic-creation-crystal-3/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/MagicClawCreationCrystalWM.png
Creation Crystal,Magic Lantern,,,X,,Magic,,http://skylanderscharacterlist.com/magic-creation-crystal-2/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/MagicLanternCreationCrystalWM.png
Creation Crystal,Magic Pyramid,,,X,,Magic,,http://skylanderscharacterlist.com/magic-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/MagicPyramidCreationCrystalWM.png
Creation Crystal,Tech Armor,,,X,,Tech,,http://skylanderscharacterlist.com/tech-creation-crystal-2/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/TechArmorCreationCrystalWM.png
Creation Crystal,Tech Pyramid,,,X,,Tech,,https://skylanderscharacterlist.com/tech-pyramid-creation-crystal/,https://skylanderscharacterlist.com/wp-content/uploads/2021/11/Tech_Pyramid_Creation_Crystal-400x400.jpg
Creation Crystal,Tech Reactor,,,X,,Tech,,http://skylanderscharacterlist.com/tech-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/TechReactorCreationCrystalWM.png
Creation Crystal,Undead Claw,,,X,,Undead,,http://skylanderscharacterlist.com/undead-creation-crystal-2/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/UndeadClawCreationCrystalWM.png
Creation Crystal,Undead Fanged,,,X,,Undead,,http://skylanderscharacterlist.com/undead-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/UndeadFangedCreationCrystalWM.png
Creation Crystal,Undead Lantern,,,X,,Undead,,http://skylanderscharacterlist.com/undead-lantern-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/UndeadLanternCreationCrystalWM.png
Creation Crystal,Water Armor,,,X,,Water,,http://skylanderscharacterlist.com/water-armor-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/WaterArmorCreationCrystalWM.png
Creation Crystal,Water Fanged,,,X,,Water,,http://skylanderscharacterlist.com/water-fanged-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/WaterFangedCreationCrystalWM.png
Creation Crystal,Water Rocket,,,X,,Water,,http://skylanderscharacterlist.com/water-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/WaterRocketCreationCrystalWM.png
Creation Crystal Variant,Legendary Life Acorn,,,X,,Life,,http://skylanderscharacterlist.com/legendary-life-acorn-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/11/LegendaryLifeAcorn.png
Creation Crystal Variant,Legendary Light Fanged,,,X,,Light,,http://skylanderscharacterlist.com/legendary-light-fanged-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/LegendaryLightFanged.png
Creation Crystal Variant,Lengerdary Magic Lantern,,,X,,Magic,,http://skylanderscharacterlist.com/legendary-magic-lantern-creation-crystal/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/LegendaryMagicLantern.png
Magic Item,Blue Chest (Cursed Tiki Temple),,,X,,,,http://skylanderscharacterlist.com/blue-chest-ctt/,http://skylanderscharacterlist.com/wp-content/uploads/2017/04/BlueChest.png
Magic Item,Blue Chest (Lost Imaginite Mines),,,X,,,,https://skylanderscharacterlist.com/blue-chest-lost-imaginite-mines/,https://skylanderscharacterlist.com/wp-content/uploads/2017/04/BlueChest.png
Magic Item,Bronze Mystery Chest,,,X,,,,http://skylanderscharacterlist.com/bronze-mystery-chest/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/BronzeMysteryChest.png
Magic Item,Enchanted Elven Forest,,,X,,,,http://skylanderscharacterlist.com/enchanted-elven-forest/,http://skylanderscharacterlist.com/wp-content/uploads/2016/05/EnchantedElvenForest.png
Magic Item,Gold Mystery Chest,,,X,,,,http://skylanderscharacterlist.com/gold-mystery-chest/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/GoldMysteryChest.png
Magic Item,Gryphone Park Observatory,,,X,,,,http://skylanderscharacterlist.com/gryphon-park-observatory/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/GryphonParkObservatoryWM.png
Magic Item,Silver Mystery Chest,,,X,,,,http://skylanderscharacterlist.com/silver-mystery-chest/,http://skylanderscharacterlist.com/wp-content/uploads/2016/10/SilverMysteryChest.png
