Category,Name,Image,Have,Need,Duplicates,Element,Vehicle Type,Link,Image Link
Skylander Variant,Power Blue Trigger Happy,,,X,,Tech,,https://skylanderscharacterlist.com/power-blue-double-dare-trigger-happy/,https://skylanderscharacterlist.com/wp-content/uploads/2016/02/PowerBlueTriggerHappy.png
Skylander Chase,Bronze Bone Bash Roller Brawl,,,X,,Undead,,https://skylanderscharacterlist.com/bronze-bone-bash-roller-brawl/,https://skylanderscharacterlist.com/wp-content/uploads/2016/01/BronzeBoneBashRollerBrawl.png
Skylander Chase,Patina High Volt,,,X,,Tech,,http://skylanderscharacterlist.com/patina-high-volt/,http://skylanderscharacterlist.com/wp-content/uploads/2015/09/PatinaHighVolt.png
Skylander Chase,Patina Lava Lance Eruptor,,,X,,Fire,,http://skylanderscharacterlist.com/patina-lava-lance-eruptor/,http://skylanderscharacterlist.com/wp-content/uploads/2015/11/PatinaLavaLanceEruptor.jpg
Skylander Chase,Snow-Brite Stormblade,,,X,,Air,,http://skylanderscharacterlist.com/snow-brite-stormblade-exclusive-employee-edition-holiday-2015/,http://skylanderscharacterlist.com/wp-content/uploads/2015/12/SnowBriteStormblade.png
Vehicle,Barrel Blaster,,X,,,Tech,Land,http://skylanderscharacterlist.com/barrel-blaster/,http://skylanderscharacterlist.com/wp-content/uploads/2015/06/BarrelBlaster-150x150.png
Vehicle,Burn-Cycle,,,X,,Fire,Land,http://skylanderscharacterlist.com/burn-cycle/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/BurnCycle1-150x150.png
Vehicle,Buzz Wing,,,X,,Life,Sky,http://skylanderscharacterlist.com/buzz-wing/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/BuzzWing-150x150.png
Vehicle,Clown Cruiser,,X,,,Air,Sky,http://skylanderscharacterlist.com/clown-cruiser/,http://skylanderscharacterlist.com/wp-content/uploads/2015/06/ClownCruiser-150x150.png
Vehicle,Crypt Crusher,,,X,,Undead,Land,http://skylanderscharacterlist.com/crypt-crusher/,http://skylanderscharacterlist.com/wp-content/uploads/2015/06/CryptCrusher-150x150.png
Vehicle,Dive Bomber,,X,,,Water,Sea,http://skylanderscharacterlist.com/dive-bomber/,http://skylanderscharacterlist.com/wp-content/uploads/2015/06/DiveBomber-150x150.png
Vehicle,Gold Rusher,,,X,,Tech,Land,http://skylanderscharacterlist.com/gold-rusher/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/GoldRusher-150x150.png
Vehicle,Hot Streak,,X,,,Fire,Land,http://skylanderscharacterlist.com/hot-streak/,http://skylanderscharacterlist.com/wp-content/uploads/2015/06/HotStreak-150x150.png
Vehicle,Jet Stream,,X,,,Air,Sky,http://skylanderscharacterlist.com/jet-stream/,http://skylanderscharacterlist.com/wp-content/uploads/2015/06/JetStream-150x150.png
Vehicle,Reef Ripper,,,X,,Water,Sea,http://skylanderscharacterlist.com/reef-ripper/,http://skylanderscharacterlist.com/wp-content/uploads/2015/06/ReefRipper1-150x150.png
Vehicle,Sea Shadow,,,X,,Dark,Sea,http://skylanderscharacterlist.com/sea-shadow/,http://skylanderscharacterlist.com/wp-content/uploads/2015/06/SeaShadow-150x150.png
Vehicle,Shark Tank,,X,,,Earth,Land,http://skylanderscharacterlist.com/shark-tank/,http://skylanderscharacterlist.com/wp-content/uploads/2015/06/SharkTank-150x150.png
Vehicle,Shield Striker,,,X,,Tech,Land,http://skylanderscharacterlist.com/shield-striker/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/ShieldStriker-150x150.png
Vehicle,Sky Slicer,,,X,,Air,Sky,http://skylanderscharacterlist.com/sky-slicer/,http://skylanderscharacterlist.com/wp-content/uploads/2015/06/SkySlicer-150x150.png
Vehicle,Soda Skimmer,,,X,,Magic,Sea,http://skylanderscharacterlist.com/soda-skimmer/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/SodaSkimmer-150x150.png
Vehicle,Splatter Splasher,,,X,,Magic,Sea,http://skylanderscharacterlist.com/splatter-splasher/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/SplatterSplasher-150x150.png
Vehicle,Stealth Stinger,,,X,,Life,Sky,http://skylanderscharacterlist.com/stealth-stinger/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/StealthStinger-150x150.png
Vehicle,Sun Runner,,,X,,Light,Sky,http://skylanderscharacterlist.com/sun-runner/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/SunRunner-150x150.png
Vehicle,Thump Truck,,,X,,Earth,Land,http://skylanderscharacterlist.com/thump-truck/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/ThumpTruck-150x150.png
Vehicle,Tomb Buggy,,,X,,Undead,Land,http://skylanderscharacterlist.com/tomb-buggy/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/TombBuggy-150x150.png
Vehicle Variant,Dark Barrel Blaster,,,X,,Tech,Land,http://skylanderscharacterlist.com/dark-barrel-blaster/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/DarkBarrelBlaster-300-150x150.png
Vehicle Variant,Dark Clown Cruiser,,,X,,Air,Sky,http://skylanderscharacterlist.com/dark-clown-cruiser/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/DarkClownCruiser-300-150x150.png
Vehicle Variant,Dark Hot Streak,,X,,,Fire,Land,http://skylanderscharacterlist.com/dark-hot-streak/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/DarkHotStreak-300-150x150.png
Vehicle Variant,Dark Sea Shadow,,X,,,Dark,Sea,http://skylanderscharacterlist.com/dark-sea-shadow/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/DarkSeaShadow-300-150x150.png
Vehicle Variant,E3 Hot Streak,,,X,,Fire,Land,http://skylanderscharacterlist.com/e3-exclusive-hot-streak/,http://skylanderscharacterlist.com/wp-content/uploads/2015/06/E3ExclusiveHotStreak-150x150.png
Vehicle Variant,Golden Hot Streak,,,X,,Fire,Land,http://skylanderscharacterlist.com/golden-hot-streak/,http://skylanderscharacterlist.com/wp-content/uploads/2015/09/GoldenHotStreak1.png
Vehicle Variant,Legendary Sun Runner,,,X,,Light,Sky,http://skylanderscharacterlist.com/legendary-sun-runner/,http://skylanderscharacterlist.com/wp-content/uploads/2015/09/LegendarySunRunner-150x150.png
Vehicle Variant,Nitro Soda Skimmer,,,X,,Magic,Sea,http://skylanderscharacterlist.com/nitro-soda-skimmer/,https://skylanderscharacterlist.com/wp-content/uploads/2015/09/NitroSodaSkimmer.png
Vehicle Variant,Nitro Stealth Stinger,,,X,,Life,Sky,http://skylanderscharacterlist.com/nitro-stealth-stinger/,http://skylanderscharacterlist.com/wp-content/uploads/2015/08/NitroStealthStinger-150x150.png
Vehicle Variant,Power Blue Gold Rusher,,,X,,Tech,Land,https://skylanderscharacterlist.com/power-blue-gold-rusher/,https://skylanderscharacterlist.com/wp-content/uploads/2016/02/PowerBlueGoldRusher.png
Vehicle Variant,Power Blue Splatter Splasher,,,X,,Magic,Sea,https://skylanderscharacterlist.com/power-blue-splatter-splasher/,https://skylanderscharacterlist.com/wp-content/uploads/2016/02/PowerBlueSplatterSplasher.png
Vehicle Variant,Spring Ahead Dive Bomber,,,X,,Water,Sea,http://skylanderscharacterlist.com/spring-ahead-dive-bomber/,http://skylanderscharacterlist.com/wp-content/uploads/2015/09/SpringAheadDiveBomber.png
Vehicle Chase,Bronze Tomb Buggy,,,X,,Undead,Land,https://skylanderscharacterlist.com/bronze-tomb-buggy/,https://skylanderscharacterlist.com/wp-content/uploads/2015/06/BronzeTombBuggy.png
Vehicle Chase,Patina Burn-Cycle,,,X,,Fire,Land,http://skylanderscharacterlist.com/patina-burn-cycle/,http://skylanderscharacterlist.com/wp-content/uploads/2015/12/PatinaBurnCycle-300x300.png
Vehicle Chase,Patina Shield Striker,,,X,,Tech,Land,http://skylanderscharacterlist.com/patina-shield-striker/,http://skylanderscharacterlist.com/wp-content/uploads/2015/11/PatinaShieldStriker-300x300.png
Magic Item,Kaos Trophy,,,X,,,,http://skylanderscharacterlist.com/kaos-trophy/,http://skylanderscharacterlist.com/wp-content/uploads/2015/07/KaosTrophy300-150x150.png
Magic Item,Land Trophy,,,X,,,,https://skylanderscharacterlist.com/land-trophy-count-moneybone/,https://skylanderscharacterlist.com/wp-content/uploads/2016/02/LandTrophy.png
Magic Item,Sea Trophy,,X,,,,,http://skylanderscharacterlist.com/sea-trophy-golden-queen/,http://skylanderscharacterlist.com/wp-content/uploads/2015/08/SeaTrophy-150x150.png
Magic Item,Sky Trophy,,,X,,,,http://skylanderscharacterlist.com/superchargers-figures/,http://skylanderscharacterlist.com/wp-content/uploads/2015/10/SkyTrophy.png
